,page,country,rev_id
34482,Edward Omane Boamah,Ghana,797650054
34483,Aung Moe Nyo,Myanmar,797651649
34484,Oren Hazan,Israel,797652333
34485,Zbigniew Stonoga,Poland,797654193
34486,Emanuele Notarbartolo,Italy,797654948
34487,Robert Graham (Whig politician),United Kingdom,797657691
34488,Florestan Fernandes,Brazil,797659851
34489,Florian Bachelier,France,797661392
34490,Fode Cisse,Guinea,797662899
34491,György Aczél,Hungary,797663531
34492,To the Youth in Western Countries,Iran,797664923
34493,Abdullah Al-Mayhoub,Libya,797668780
34494,Søren Gade,Denmark,797669262
34495,Beni Lar,Nigeria,797669571
34496,Bibi Maryam Bakhtiari,Iran,797670807
34497,Banda Karthika Reddy,India,797671490
34498,Bin Chhin,Cambodia,797673057
34499,Hekmat Karzai,Afghanistan,797673897
34500,Fouad Naffah,Lebanon,797675028
34501,Mark Langhammer,Ireland,797675559
34502,Hemant Katare,India,797675693
34503,Andor Fejér,Hungary,797676214
34504,Sadia Argueta,Hondura,797677168
34505,Galust Sahakyan,Armenia,797677729
34506,Boubacar Yacine Diallo,Guinea,797679631
34507,Francis Mer,France,797680953
34508,Ivanna Klympush-Tsintsadze,Ukraine,797681550
34509,Francisco Rodríguez (President of Panama),Panama,797681961
34510,Angèle Bandou,Congo,797682335
34511,J. Kirk Sullivan,United States,797682606
34512,Maria Guzenina,Finland,797683867
34513,Alicia Moreau de Justo,Argentina,797683888
34514,Margarita Dabdoub Sikaffi,Hondura,797684912
34515,Frank Stronach,Austria,797686709
34516,Adina Bastidas,Venezuela,797687372
34517,Marleen Temmerman,Belgium,797688466
34518,François Ngeze,Burundi,797689230
34519,Branko Vukelić,Croatia,797689385
34520,Margarita Stolbizer,Argentina,797691445
34521,Jarupan Kuldiloke,Thailand,797693104
34522,Abdul Baiz Kamardeen,Sri Lanka,797693572
34523,Andrew Green (Jersey politician),Jersey,797693636
34524,Behbud Khan Javanshir,Azerbaijan,797693679
34525,S. Nadarajah,Sri Lanka,797693919
34526,John Harun Mwau,Kenya,797695325
34527,Cho Bong-am,"Korea, South",797696038
34528,Jean-Nicolas Nissage Saget,Haiti,797697117
34529,William Lee-Warner,India,797697432
34530,Pedro Pedrossian,Brazil,797697990
34531,Friedrich Harkort,Germany,797699546
34532,Nayla Tueni,Lebanon,797699753
34533,Mbali Ntuli,South Africa,797702715
34534,Maryam Yazdanfar,Sweden,797704119
34535,"List of Captains Regent of San Marino, 1700–1900",San Marino,797704517
34536,Minoo Akhtarzand,Sweden,797704835
34537,K. Sarveswaran,Sri Lanka,797704879
34538,Qasem Ravanbakhsh,Iran,797706952
34539,Seyyed Abdollah Behbahani,Iran,797707401
34540,Seyyed Mehdi Hashemi,Iran,797707434
34541,Hemakumara Nanayakkara,Sri Lanka,797707656
34542,Adrian Păunescu,Romania,797708778
34543,John Kufuor,Ghana,797709207
34544,"Gerald van de Werve, 5th Lord of Hovorst",Belgium,797709708
34545,Gaston van de Werve et de Schilde,Belgium,797709842
34546,Michael P. Mullin,United States,797710302
34547,Ottokar Czernin,Hungary,797710569
34548,Hassan Bubacar Jallow,Gambia,797710741
34549,Victor Popa,Moldova,797711551
34550,Julius Caesar de Miranda,Suriname,797712847
34551,Gabriel Gurméndez Armand-Ugon,Uruguay,797712888
34552,Fox Odendaal,South Africa,797713862
34553,Lujo Vojnović,Montenegro,797714320
34554,Bou Hmara,Morocco,797714328
34555,Gail Rebuck,United Kingdom,797714705
34556,Petar Pejačević,Croatia,797715320
34557,Paul Fugger von Kirchberg und Weißenhorn,Germany,797715541
34558,Mikhail Tugan-Baranovsky,Ukraine,797717297
34559,Josip Grubeša,Bosnia-Herzegovina,797717577
34560,Desmond McKenzie,Jamaica,797720556
34561,André Jolly,Belgium,797721465
34562,Modou Bamba Gaye,Gambia,797726251
34563,Surachai Danwattananusorn,Thailand,797726537
34564,Mohammad Haghani,Iran,797727481
34565,Noorulah Delwari,Afghanistan,797728695
34566,Käthe Schirmacher,Germany,797730504
34567,Maria Soraya Rodriguez Ramos,Spain,797731677
34568,Soh Jaipil,"Korea, South",797733673
34569,Geoff Clark (politician),Australia,797734309
34570,Numan Kurtulmuş,Turkey,797734394
34571,Benjamin D'Urban,Cape Colony,797735815
34572,Sékou Sanogo,Ivorian,797736207
34573,Mu Ying,China,797736771
34574,Muhammad Hamidullah Khan,Bangladesh,797737207
34575,Khagaraj Adhikari,Nepal,797737282
34576,Paul Antoine Bohoun Bouabré,Ivorian,797737768
34577,Oksana Dmitriyeva,Russia,797739800
34578,George Hickes (Nunavut politician),Canada,797740604
34579,Joseph Ivor Linton,Israel,797742881
34580,"George Thomson, Baron Thomson of Monifieth",United Kingdom,797743440
34581,29th Canadian Ministry,Canada,797743670
34582,Georgi Dzhagarov,Bulgaria,797745316
34583,Tim Bowles (politician),United Kingdom,797745933
34584,Geraint Jennings,Jersey,797746493
34585,List of Prime Ministers of Cape Verde,Cape Verde,797747479
34586,List of Prime Ministers of Chad,Chad,797747674
34587,Sajid Qureshi,Pakistan,797747980
34588,Salikin Hardjo,Indonesia,797748092
34589,List of Prime Ministers of Djibouti,Djibouti,797748172
34590,Samira Bawumia,Ghana,797748613
34591,Augusto Mancini,Italy,797752200
34592,Ghulam Qadir Khan,Pakistan,797752848
34593,List of Prime Ministers of Guinea,Guinea,797753947
34594,Viktor Ivanov,Russia,797754183
34595,Gilbert Grant,Canada,797754805
34596,Teja Singh Akarpuri,India,797756385
34597,Prime Minister of Montenegro,Montenegro,797756624
34598,Premier of Niue,Niuean,797757076
34599,Giovanni Gentile,Italy,797757429
34600,Prime Minister of Papua New Guinea,Papua New Guinea,797759118
34601,Giuseppe Tatarella,Italy,797759283
34602,Giuseppe Vatinno,Italy,797759319
34603,List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842
34604,List of Prime Ministers of Saint Lucia,Saint Lucian,797760898
34605,List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926
34606,Prime Minister of Samoa,Samoan,797760961
34607,Nurettin Canikli,Turkey,797761507
34608,Zulfiqar Halepoto,Pakistan,797761741
34609,Khalid Abdul Samad,Malaysia,797762863
34610,Anote Tong,Kiribati,797765387
34611,Saturnino Blanco Nardo,Argentina,797768302
34612,Chi Cheng (athlete),Taiwan,797769686
34613,Rocky Jones,Canada,797770312
34614,Lorena Castillo,Panama,797772360
34615,José Isabel Blandón Figueroa,Panama,797772539
34616,List of Prime Ministers of Gabon,Gabon,797772644
34617,List of Presidents of São Tomé and Príncipe,Sao Tome and Principe,797773394
34618,Mohamad Shahrum Osman,Malaysia,797774050
34619,Raed Salah,Israel,797774545
34621,Fernando Pereira (major),Sao Tome and Principe,797774837
34622,Manuel Quintas de Almeida,Sao Tome and Principe,797774966
34623,Grace Poe,Philippines,797775720
34624,Mustapha Bakkoury,Morocco,797776779
34625,Ben Mang Reng Say,Indonesia,797777427
34626,Gramoz Pashko,Albania,797777699
34627,Oscar Aguad,Argentina,797781138
34628,Elspeth Campbell,United Kingdom,797781385
34629,Jorgovanka Tabaković,Serbia,797782382
34630,Gregory Agboneni,Nigeria,797785096
34631,William Leong Jee Keen,Malaysia,797790148
34632,Gim Du-han,"Korea, South",797790785
34633,Gim Jil,"Korea, South",797790889
34634,Kim Eul-dong,"Korea, South",797790975
34635,Kim Ok-gyun,"Korea, South",797791000
34636,Kim Yong-woo,"Korea, South",797791013
34637,Gustavo Balcázar Monzón,Colombia,797792305
34638,Laurent Lamothe,Haiti,797792449
34639,Ange Diawara,Congo,797793496
34640,Gwon Sangha,"Korea, South",797793617
34641,Trent Clark (politician),United States,797794627
34642,Vladimir Nikolayevich Orlov,Russia,797796848
34643,Watana Muangsook,Thailand,797799061
34644,Laurianne Rossi,France,797800863
34645,Matti Kekkonen,Finland,797800927
34646,Hadi Khamenei,Iran,797801463
34647,Haji Omar,Pakistan,797802929
34648,Hermann Eduard von Holst,Germany,797804132
34649,Nattakorn Devakula,Thailand,797804838
34650,Mathole Motshekga,South Africa,797804921
34651,Yusuf bin Alawi bin Abdullah,Omani,797805284
34652,Sukhbans Kaur Bhinder,India,797805370
34653,Seonghan of Silla,"Korea, South",797806070
34654,Kim Chong-hoh,South Korean,797806095
34655,Hanan Ashrawi,Palestinian Territory,797806716
34656,Syed Ata-ul-Muhaimin Bukhari,Pakistan,797809216
34657,Charles Gavan Duffy,Ireland,797811720
34658,Charles Sladen,Australia,797811728
34659,Sandra Botha,South Africa,797813930
34660,Tao Yuanming,China,797816552
34661,Undraa Agvaanluvsan,Mongolia,797816558
34662,Joey Salceda,Philippines,797816708
34663,William Darcy (died 1540),Ireland,797817499
34664,Hasan Gerçeker,Turkey,797818899
34665,Hasan Nazih,Iran,797818926
34666,Hassan Ghafourifard,Iran,797819358
34667,Hassan Joho,Kenya,797819376
34668,Hassoumi Massaoudou,Niger,797819561
34669,Aaron Motsoaledi,South Africa,797821104
34670,Lynda Chuba-Ikpeazu,Nigeria,797821827
34671,Essam Khalaf,Bahrain,797822138
34672,Hazem Salah Abu Ismail,Egypt,797822421
34673,Helir-Valdor Seeder,Estonia,797823998
34674,Adolfo Obiang Biko,Equatorial Guinea,797824842
34675,Adolfo Sigwald,Argentina,797824923
34676,Ma Man-kei,China,797825065
34677,List of Prime Ministers of Somalia,Somalia,797825794
34678,Prime Minister of South Ossetia,South Ossetian,797825875
34679,Mónica López (politician),Argentina,797826672
34680,Hector Luisi,Uruguay,797827200
34681,Henri Léonard Jean Baptiste Bertin,France,797829763
34682,Miguel Enríquez (politician),Chile,797830298
34683,Helmin Wiels,Netherlands,797831159
34684,Hendrik Goeman Borgesius,Netherlands,797832540
34685,Dirk Fock,Netherlands,797832588
34686,István Csáky,Hungary,797835609
34687,Hassan Ademov,Bulgaria,797836169
34688,Hideaki Akaiwa,Japan,797841180
34689,Petr Mach,Czech Republic,797842545
34690,Walter Stanford,South Africa,797843905
34691,Hilary Teague,Liberia,797844087
34692,Necmettin Erbakan,Turkey,797846515
34693,Paul Bradford,Ireland,797846735
34694,Bülent Ulusu,Turkey,797846792
34695,Nihat Erim,Turkey,797846932
34696,Yang Hu,China,797853506
34697,Adem Demaçi,Albania,797855253
34698,Yilibu,China,797855447
34699,Morteza Zarringol,Iran,797856454
34700,Delyan Peevski,Bulgaria,797859107
34701,Hojjat Nazari,Iran,797860336
34702,Max Saltsman,Canada,797863007
34703,Soni Sori,India,797864518
34704,Abdallah bin Jiluwi,Saudi Arabia,797865530
34705,Lu Ji (Shiheng),China,797867339
34706,Machakos County Governor,Kenya,797867917
34707,Miria Obote,Uganda,797874277
34708,Saeed Jalili,Iran,797875585
34709,Lourdes Alcorta,Peru,797877193
34710,André Poggenburg,Germany,797877388
34711,Anjua Loeak,Marshall Islands,797879430
34712,Anatol Șalaru,Moldova,797880714
34713,Marat Tazhin,Kazakhstan,797881785
34714,Alejandra Lagunes,Mexico,797882011
34715,Abdulahi Mohamed Sa'adi,Ethiopia,797882399
34716,Maja Gojković,Serbia,797882648
34717,Akiko Sugiyama,Palauan,797884160
34718,Michael Makue Loweth,South Sudan,797885825
34719,Song In,"Korea, South",797889698
34720,Wiktor Budzyński,Poland,797890331
34721,Song Byeong-jun,"Korea, South",797890729
34722,Song Ja,"Korea, South",797890745
34723,Song Jun-gil,"Korea, South",797890818
34724,Song Si-yeol,"Korea, South",797890846
34725,Akwasi Afrifa,Ghana,797892047
34726,Al Noor Kassum,Tanzania,797892104
34727,Mahmud Kanti Bello,Nigeria,797892196
34728,"Victor Henri Rochefort, Marquis de Rochefort-Luçay",France,797894947
34729,Alexandre Banza,Central African Republic,797895064
34730,"Alfred Mond, 1st Baron Melchett",United Kingdom,797895791
34731,Ali Soilih,Comoros,797896131
34732,Miloš Trivunac,Serbia,797896539
34733,Mahma Xelil,Iraq,797897920
34734,Fiona Richardson,Australia,797901980
34735,Amir Hossein Jahanshahi,Iran,797902368
34736,Volodymyr Manzhosov,Ukraine,797902544
34737,List of Prime Ministers of Swaziland,Swaziland,797904256
34738,Kazem Jalali,Iran,797907122
34739,Ahmad Tavakkoli,Iran,797907342
34740,Jean Gabriel Maurice Rocques,France,797911448
34741,Aleksandr Potupa,Belarus,797911629
34742,Alexander Yenikomshian,Armenia,797912399
34743,Rostam Ghasemi,Iran,797912618
34744,Alfred A. Thorne,Guyana,797912708
34745,Józef Lewartowski,Poland,797913031
34746,Allan Louisy,Saint Lucian,797914672
34747,Allen Montgomery Lewis,Saint Lucian,797914793
34748,Lencho Letta,Ethiopia,797917912
34749,Lucinda Creighton,Ireland,797918485
34750,Ramón Marrero Aristy,Dominican Republic,797920947
34751,Anton Lubowski,Namibia,797926029
34752,António de Albuquerque Coelho,Portugal,797926454
34753,Roberto Francisco Chiari Remón,Panama,797929528
34754,Lu'ay al-Atassi,Syria,797929950
34755,Ariadna Tyrkova-Williams,Russia,797930163
34756,Ana Jara,Peru,797930622
34757,"Armand-Emmanuel de Vignerot du Plessis, Duc de Richelieu",Russia,797930667
34758,"Arnold Goodman, Baron Goodman",United Kingdom,797931172
34759,Arthur Mutambara,Zimbabwe,797932659
34760,Sándor Belitska,Hungary,797936886
34761,Jinkee Pacquiao,Philippines,797937190
34762,Monique Willocq,Belgium,797938315
34763,Marcel Cheron,Belgium,797938318
34764,Paul Magnette,Belgium,797938391
34765,Jean-Claude Van Cauwenberghe,Belgium,797938401
34766,Melchior Wathelet,Belgium,797938482
34767,Jean Gol,Belgium,797938489
34768,Alberto Jarabo Payá,Spain,797938812
34769,Jean-Claude Marcourt,Belgium,797938853
34770,François Bellot,Belgium,797938932
34771,Mustafa Mansour,Egypt,797939054
34772,Aleksandar Lilov,Bulgaria,797940463
34773,Prime Minister of Tuvalu,Tuvalu,797943793
34774,Ba Shin,Myanmar,797944246
34775,Prime Minister of Vanuatu,Vanuatu,797944288
34776,Baabar,Mongolia,797944294
34777,Prime Minister of Yemen,Yemen,797944332
34778,Samira bint Mohamed Al-Moosa,Omani,797947292
34779,Tô Lâm,Vietnam,797951465
34780,George Boakye,Ghana,797951544
34781,Beki Adam,United Kingdom,797954280
34782,Bill Boaks,United Kingdom,797960366
34783,Manutchehr Salimi,Iran,797960934
34784,Ibrahim Muhammad Didi,Maldives,797961593
34785,Maxine Morand,Australia,797965011
34786,Bruno Itoua,Congo,797965274
34787,Alireza Avayi,Iran,797965986
34788,Rodolphe Adada,Congo,797967216
34789,André Vlerick,Belgium,797967437
34790,Boris Furlan,Slovenia,797969620
34791,Boswell Williams,Saint Lucian,797970479
34792,Valeri Gladilin,Russia,797971075
34793,Ephraim Katzir,Israel,797971269
34794,Frederick W. M. Holliday,United States,797972524
34795,Alan John Kyerematen,Ghana,797973243
34796,Rocky Suhayda,United States,797974170
34797,Esko Vaartela,Finland,797974813
34798,Ling Liong Sik,Malaysia,797977082
34799,John Charles Molteno,Cape Colony,797978795
34800,Francisco Maria Supico,Portugal,797979137
34801,Francisco Sanjuanena,Spain,797979825
34802,Louis Sylvain Goma,Congo,797980713
34803,Bálint Magyar,Hungary,797982692
34804,Yahya Bakhtiar,Pakistan,797984136
34805,Chadli Bendjedid,Algeria,797986413
34806,Miangul Adnan Aurangzeb,Pakistan,797986452
34807,Béla Pap,Hungary,797989179
34808,Crowninshield family,United States,797990810
34809,Guido Natoli,Italy,797991398
34810,Luis Emilio Recabarren,Chile,797992965
34811,Carlos Antonio López,Paraguay,797998309
34812,Atsushi Onita,Japan,797998954
34813,Catherine Breshkovsky,Russia,798001850
34814,Michaela Biancofiore,Italy,798008401
34815,Vito Miceli,Italy,798008586
34816,Iacopo Rusticucci,Italy,798008625
34817,Galla Gaulo,Italy,798008704
34818,Pietro Participazio,Italy,798008894
34819,Roberto Mura,Italy,798008935
34820,Nicolae Fleva,Romania,798012773
34821,Henrik Nicolai Clausen,Denmark,798014986
34822,"Chris Holmes, Baron Holmes of Richmond",United Kingdom,798015270
34823,Chris Trotter,New Zealand,798015829
34824,Aleksandar Antić,Serbia,798016621
34825,Zorana Mihajlović,Serbia,798019447
34826,Alec Erwin,South Africa,798020004
34827,Omar Aziz,Brazil,798020686
34828,Brita Nordlander,Sweden,798021283
34829,Alma Adamkienė,Lithuania,798022066
34830,Jimmy Lusibaea,Solomon Islands,798023102
34831,Cola di Rienzo,Italy,798027747
34832,"Colin Moynihan, 4th Baron Moynihan",United Kingdom,798028420
34833,James Tien (politician),China,798028927
34834,Kent Williams (politician),United States,798029256
34835,Mohammed Haji Mahmoud,Iraq,798033408
34836,Annalisa Minetti,Italy,798036289
34837,Abubakar Musa,Nigeria,798037046
34838,Carlos Duque,Panama,798037941
34839,Kamel Mahadin,Jordan,798038218
34840,Louise Hand,Australia,798038859
34841,Maria van der Hoeven,Netherlands,798039602
34842,Sim Ka,Cambodia,798039997
34843,Amilkar Acosta Medina,Colombia,798041271
34844,Alejandro Páez Aragón,Mexico,798043052
34845,Mary Cramer,Australia,798043857
34846,Hasan Ali Khan Garroosy,Iran,798045778
34847,Mansour Mohamed El-Kikhia,Libya,798048206
34848,Fethia Mzali,Tunisia,798050374
34849,Assem Jaber,Lebanon,798053034
34850,Empress Dou Miao,China,798053413
34851,Mark Galperin,Russia,798054078
34852,Yon Goicoechea,Venezuela,798055066
34853,Prospective parliamentary candidate,United Kingdom,798055195
34854,Marino Busdachin,Italy,798056205
34855,Soran Omar,Iraq,798057406
34856,Henrik Fritzon,Sweden,798057949
34857,Adam Adli,Malaysia,798058722
34858,Abdul Qadir (Afghan leader),Afghanistan,798059926
34859,Isabel Martínez de Perón,Argentina,798061054
34860,Dardan Gashi,Kosovo,798062118
34861,Mariano Melgarejo,Bolivia,798062567
34862,Costas Papacostas,Cyprus,798064801
34863,Pellegrino Rossi,Italy,798064916
34864,"David Freud, Baron Freud",United Kingdom,798066799
34865,Hassan Emami,Iran,798067275
34866,Abdullah Moazzami,Iran,798067329
34867,Hossein Pirnia,Iran,798067415
34868,Esmail Momtaz od-Dowleh,Iran,798067443
34869,Hossein Dadgar,Iran,798067529
34870,Andrey Yuryevich Tatarinov,Russia,798068686
34871,A. E. Silva,Sri Lanka,798069427
34872,Jean-Marie Doré,Guinea,798070055
34873,Nedjeljko Mihanović,Croatia,798070897
34874,Carlos Filizzola,Paraguay,798071086
34875,Patricio Echegaray,Argentina,798072501
34876,Peter Kenilorea,Solomon Islands,798072807
34877,Bastiaan Ort,Netherlands,798072966
34878,Gerardus Petrus Booms,Netherlands,798073097
34879,Misir Mardanov,Azerbaijan,798073295
34880,Valentin Falin,Russia,798074003
34881,Michael Cashman,United Kingdom,798074594
34882,Afshin Habibzadeh,Iran,798074611
34883,Awn Alsharif Qasim,Sudan,798077425
34884,Marijan Rističević,Serbia,798079167
34885,Kofi Dzamesi,Ghana,798080234
34886,Claudio Gabriele de Launay,Italy,798081255
34887,Xenophon Zolotas,Greece,798081717
34888,Mohammad Abbas Abbasi (governor),Pakistan,798085455
34889,Dona Catherina of Kandy,Sri Lanka,798091885
34890,Johannes Kahrs (politician),Germany,798092549
34891,Orlando Montenegro Medrano,Nicaragua,798094351
34892,Vice President of Gabon,Gabon,798099164
34893,Cause of Yasser Arafat's death,Palestinian Territory,798100387
34894,Carmen Pereira,Guinea-Bissau,798101358
34895,Günter Schabowski,Germany,798102254
34896,Edgar Tekere,Zimbabwe,798106157
34897,Naser al-Din Shah Qajar,Iran,798108767
34898,Nela Kuburović,Serbia,798109793
34899,Mangubat (surname),Philippines,798112906
34900,Emile Habibi,Israel,798115079
34901,"Emma Nicholson, Baroness Nicholson of Winterbourne",United Kingdom,798115504
34902,Goran Trivan,Serbia,798118539
34903,Federico Antún Batlle,Dominican Republic,798120772
34904,Teatao Teannaki,Kiribati,798122765
34905,Lim Hock Siew,Singapore,798127339
34906,André Matsoua,Congo,798130637
34907,Clemente López de Osornio,Spain,798130991
34908,David Birnbaum,Canada,798131587
34909,Fatmir Besimi,Albania,798133285
34910,M. K. Rajakumar,Malaysia,798135626
34911,Jan Józef Kasprzyk,Poland,798140163
